hotel_id,name,city,country,category,price_per_night,rating,amenities,address,availability
181,Royal Plaza Mumbai,Mumbai,India,luxury,251,4.4,"WiFi,Wellness Center,Infinity Pool,Multiple Restaurants,Personal Trainer","457 Central Ave, Mumbai",True
182,Royal Plaza Mumbai,Mumbai,India,luxury,185,4.5,"WiFi,Spa,Pool,Fine Dining,Butler Service,Limousine,Casino","449 Central Ave, Mumbai",False
183,Regal Manor Mumbai,Mumbai,India,luxury,172,4.2,"WiFi,Spa,Pool,Gym,Restaurant,Room Service,Concierge,Valet Parking","882 Plaza Blvd, Mumbai",True
184,Diamond Resort Mumbai,Mumbai,India,luxury,192,4.9,"WiFi,Wellness Center,Infinity Pool,Multiple Restaurants,Personal Trainer","659 Central Ave, Mumbai",False
185,Elite Resort Mumbai,Mumbai,India,luxury,175,4.7,"WiFi,Spa,Pool,Fine Dining,Butler Service,Limousine,Casino","927 Royal Rd, Mumbai",True
186,Majestic Hotel Mumbai,Mumbai,India,luxury,219,4.7,"WiFi,Spa,Pool,Gym,Restaurant,Room Service,Concierge,Valet Parking","872 Plaza Blvd, Mumbai",True
187,Grand Palace Mumbai,Mumbai,India,luxury,165,4.3,"WiFi,Spa,Pool,Gym,Restaurant,Room Service,Concierge,Valet Parking","832 Main St, Mumbai",True
188,Metro Hotel Mumbai,Mumbai,India,mid-range,76,4.1,"WiFi,Fitness Center,Cafe,Meeting Rooms,Airport Shuttle","968 Main St, Mumbai",True
189,Metro Hotel Mumbai,Mumbai,India,mid-range,68,4.1,"WiFi,Pool,Restaurant,Laundry,24h Reception","602 Central Ave, Mumbai",True
190,Boulevard Hotel Mumbai,Mumbai,India,mid-range,67,3.8,"WiFi,Fitness Center,Cafe,Meeting Rooms,Airport Shuttle","238 Central Ave, Mumbai",True
191,Boulevard Hotel Mumbai,Mumbai,India,mid-range,62,3.5,"WiFi,Pool,Gym,Restaurant,Parking,Business Center","237 Central Ave, Mumbai",False
192,City Center Hotel Mumbai,Mumbai,India,mid-range,72,3.7,"WiFi,Pool,Gym,Restaurant,Parking,Business Center","589 Main St, Mumbai",False
193,City Center Hotel Mumbai,Mumbai,India,mid-range,75,3.8,"WiFi,Fitness Center,Cafe,Meeting Rooms,Airport Shuttle","802 Main St, Mumbai",True
194,Boulevard Hotel Mumbai,Mumbai,India,mid-range,90,4.4,"WiFi,Pool,Gym,Restaurant,Parking,Business Center","583 Central Ave, Mumbai",False
195,Economy Stay Mumbai,Mumbai,India,budget,35,3.9,"WiFi,Common Area,Basic Amenities","266 Main St, Mumbai",True
196,Simple Hotel Mumbai,Mumbai,India,budget,27,3.3,"WiFi,Basic Reception,Shared Kitchen","883 Royal Rd, Mumbai",True
197,Thrifty Lodge Mumbai,Mumbai,India,budget,24,3.9,"WiFi,Common Area,Basic Amenities","540 Royal Rd, Mumbai",False
198,Budget Lodge Mumbai,Mumbai,India,budget,36,3.8,"WiFi,Common Area,Basic Amenities","195 Main St, Mumbai",False
199,Budget Lodge Mumbai,Mumbai,India,budget,30,3.5,"WiFi,Basic Reception,Shared Kitchen","296 Royal Rd, Mumbai",True
200,Basic Inn Mumbai,Mumbai,India,budget,35,3.1,"WiFi,Common Area,Basic Amenities","705 Central Ave, Mumbai",False
